Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
PORT DOUGLAS COMMUNITY SERVICE NETWORK INC,www.portdouglascommunityservicenetwork.org.au,Medium,54532,33
Reality Learning Limited,www.realitylearning.org,Small,54569,14
ONE Life Community Assist Ltd.,www.communityassist.org.au,Small,54573,14
Bridging Lanka Ltd,https://bridginglanka.org,Small,54585,11
St Thomas Aquinas Catholic Church Norlane,http://pol.org.au/norlane,Small,54595,70
Catholic Parish Of Our Lady Of Rosary Wyoming,https://www.bbcatholic.org.au/wyoming/our-parish,Small,54599,49
Melbourne Anglican Chaplaincy Fund,www.melbourneanglican.org.au/melbourne-anglican-foundation,Small,54603,30
Baptist Camping Victoria Incorporated,www.baptistcamping.com.au,Large,54639,73
The Trustee For Victorian Actors Benevolent Fund,www.vabt.com.au,Small,54658,51
Southlake Community Services Inc.,www.southlakecommunityservices.org,Large,54662,31
Canberra Pet Rescue Incorporated,https://www.canberrapetrescue.org.au,Small,54679,5
St Mary's Catholic Church Williamstown,https://stmaryswilliamstown.org.au,Medium,54694,180
Legion Of Mary Sydney Senatus,www.legion-of-mary.org.au,Small,54736,54
Hepburn Regional Community Cheer,https://hepburnregionalcommunitycheer.org.au,Small,54745,9
Joy of Life Christian Church,www.facebook.com/joyoflifechristianchurch,Small,54792,16
Ambassadors Of Jesus Inc,www.corryong.org,Small,54813,30
St Augustines Catholic Church Melbourne,https://www.cam1.org.au/melbournebourkest,Small,54840,57
Bright Sparqe Limited,www.brightsparqe.org,Small,54860,7
Climates AU Limited,www.climates.org.au/,Small,54868,6
Atlassian Foundation International Limited,https://www.atlassianfoundationinternational.org.au/,Large,54875,5
Good Things Foundation Limited,https://goodthingsfoundation.org.au,Large,54878,5
MultiSkill Centre Ltd,www.multiskillcentre.com.au,Large,54880,4
Sober in the Country Ltd,https://www.soberinthecountry.org,Small,54914,2
The Trustee For The Salvation Army (Wa) Social Work,https://www.salvationarmy.org.au/,Large,54934,13
Alpine Valleys Community Leadership Inc.,www.avclp.org.au,Medium,55070,31
Friends Of The Community Inc,www.friendsofthecommunity.org,Small,55087,16
Australian Trust For Conservation Volunteers,conservationvolunteers.com.au,Large,55131,40
Bega Valley Meals On Wheels Co-Operative Ltd,www.bvmow.org.au,Large,55147,29
Swags For Homeless Ltd,http://www.backpackbed.org,Large,55219,15
Mosh Australia Limited,www.moshaustralia.org.au,Small,55223,14
Dural District Baptist Church,www.thecentredural.org.au,Large,55240,44
Good360 Australia Ltd,www.good360.org.au,Large,55249,10
BUILDING ANGELS LTD,www.buildingangels.com.au,Small,55250,9
Impact Care and Compassion Limited,impactcareandcompassion.org,Small,55251,8
Aus Nep Australia Limited,www.aus-nep.com,Small,55257,7
St John's Catholic Church - Trafalgar,www.cdsale.org.au,Small,55303,115
Strike It Out Inc,www.strikeitout.com,Small,55328,5
Rotary District 9810 Charitable Services,https://www.Rotary9810cs.org.au,Medium,55363,5
Code 9 Foundation inc,www.code9ptsd.org.au,Small,55396,3
Encompass Community Services Incorporated,www.encompass-cs.org.au,Large,55442,37
Neighbourhood Watch Casey Incorporated,www.nhw.com.au,Small,55443,2
Holy Family Catholic Church Bell Park,https://www.stmichaelsbellpark.org.au,Medium,55456,62
CHRIST CONNECT CHURCH LTD,www.christconnectchurch.com,Medium,55529,3
St Josephs Catholic Church Collingwood,Cancelled ABN,Small,55585,134
St Dominics Parish Melton,http://pol.org.au/melton,Medium,55589,50
Covenant Community Care,www.facebook.com/covenantfood,Small,55602,5
St Francis Xavier Catholic Church Corio,http://pol.org.au/corio,Small,55606,46
Nazareth Catholic Church Grovedale,https://www.cam1.org.au/grovedale,Small,55610,42
Parish of St Martin's Belgrave Heights,http://www.stmartinsbh.org,Small,55619,36
St Marks Catholic Church Dingley,https://stjosephspringvale.com,Small,55639,52
Werribee Baptist Church & Wyndham Community Benevolent Foundation,https://www.werribeebaptist.org.au/home,Medium,55678,18
St Mary's Catholic Church Yarram,www.cdsale.org.au,Small,55690,71
The Potters House Christian Fellowship of Australia Dandenong,www.pottershousedandenong.com,Small,55713,37
Effective Aid International Fund,www.effectiveaid.org,Small,55733,18
Beaucare Inc,www.beaucare.org.au,Large,55757,35
The Hellenic Orthodox Community Of Parramatta And Districts,stioannis.org.au,Medium,55791,60
Catholic Parish of Brunswick and Brunswick East,http://www.bbe.org.au,Medium,55809,5
Abdul Sattar Edhi International Foundation,www.edhi.org.au,Large,55836,26
Social Ventures Australia Limited,http://www.socialventures.com.au,Large,55858,20
Foodbank Victoria Limited,www.foodbankvictoria.org.au,Large,55874,17
Transcord Community Transport Ltd,www.transcord.com.au,Large,55956,31
Simpson & District Community Centre Inc,www.simpsondcc.com.au,Small,56010,37
Life & Mercy Christian Fellowship,www.lifeandmercycf.com.au,Small,56074,15
Global Care,https://www.globalcare.com.au,Large,56078,26
Harvest Field Mission Melbourne INC.,http://www.hfiam.org,Small,56090,7
The Trustee For The Rotary Club Of Melbourne Community Foundation Extension Fund,www.rotaryclubofmelbourne.org.au,Medium,56132,19
Ravenshoe Community Centre Inc,www.ravenshoecommunitycentre.org.au,Large,56151,29
New Life Centre Mundubbera Ltd,https://www.newlifecentre.com.au/,Small,56179,5
ALAN WILLS MINISTRIES,alanwillsministries.org,Small,56184,4
Early Years Intercultural Association Ltd,www.eyia.org.au,Small,56187,4
MEGAVOICE AUSTRALIA LTD,https://megavoice.org.au,Small,56206,2
SANDPIPER AUSTRALIA LTD,https://www.sandpiperaustralia.org/,Small,56213,2
ASSISTME HUB LTD,www.assistmehub.org,Small,56225,1
The Trustee For Riverview Trust,www.riverviewchurch.com.au,Large,56240,18
The Trustee For The Crossing Land Education Trust,www.thecrossingland.org.au,Small,56248,17
Citizens Radio Emergency Service Teams Queensland,http://www.crestqld.org.au,Small,56252,11
Sussex Street Community Law Service,sscls.asn.au,Large,56256,41
The Serbian Orthodox Church and School Community St Stefan,https://www.ststefan.org.au,Medium,56265,57
Shaw and Partners Foundation,http://www.shawandpartners.com.au/community/shaw-and-partners-foundation/,Large,56296,6
Harvey Health & Community Services Group Incorporated,www.swcommunitycare.org.au,Large,56306,35
Christians Helping In Primary Schools,www.chips.org.au,Medium,56349,19
Humanitarian Projects International Inc.,http://www.humanitarianprojectsinc.com,Small,56398,14
Good News Lutheran Church Albert Park Incorporated,www.facebook.com/AlbertParkSALutheran,Small,56402,29
Association Of Independent Schools Of NSW Bga Limited,www.aisnsw.edu.au,Large,56412,35
Arena Theatre Company Limited,www.arenatheatre.com.au,Large,56417,56
Northern Suburbs Community Centre Inc,www.nscctas.org.au,Large,56428,39
Village Avenue Community Church,www.villageave.org.au,Medium,56463,26
Dymocks Children's Charities Limited,https://www.dymockschildrenscharities.org.au/,Large,56479,22
Choice Australia Management Limited,www.choices.org.au,Small,56485,19
Murray Hume Business Enterprise Centre Limited,www.becadvice.com.au,Large,56491,19
World Wellness Group Limited,www.worldwellnessgroup.org.au,Large,56546,11
The Trustee For Mary Ward International Australia,www.mwia.org.au,Medium,56574,16
Lifeline Central West Inc,https://www.lifelinecentralwest.org.au,Large,56608,42
Windsor Road Baptist Church,windsorroad.org.au,Medium,56615,146
Swan Hill Neighbourhood House Inc,www.swanhillneighbourhoodhouse.com.au,Medium,56675,34
Lumen Christi Catholic Church - Churchill,www.cdsale.org.au,Small,56713,45
Highlands Community Centres Incorporated,www.highlandscommunity.org.au,Medium,56756,34
St Scholasticas Catholic Church Bennettswood,http://www.stscholasticaparish.com.au,Medium,56757,71
Consumers Of Mental Health Wa (Inc),www.comhwa.org.au,Large,56808,17
Disability Justice Australia Inc,http://dja.org.au/,Medium,56926,33
Northern Beaches Benevolent Society Incorporated,northernbeachesbenevolent.webstarts.com,Small,56955,3
Goldfields Womens Health Care Assoc Inc,www.gwhcc.org.au,Medium,56972,36
St Gregorios Indian Orthodox Church Inc.,https://www.sgioc.org/,Small,56986,14
Neighbourhood Houses Tasmania Inc.,www.nht.org.au,Medium,57044,34
Bethany Healing Foundation Incorporated,www.bethanyhealing.org.au,Small,57070,16
The Association Of Independent Schools Of New South Wales Limited,www.aisnsw.edu.au,Large,57098,54
Blue Care,https://www.bluecare.org.au/,Large,57106,45
Downlands College Limited,https://www.downlands.qld.edu.au,Large,57150,27
The Shack Community Centre Incorporated,https://www.theshackcommunitycentre.com.au/nu-road-welfare,Small,57169,18
Streat Limited,www.streat.com.au,Large,57193,13
The Australian Sikh Association Limited,http://www.asaltd.org.au,Large,57209,39
Legal Aid Commission Of Wa,https://www.legalaid.wa.gov.au/,Large,57223,46
North Shepparton Community & Learning Centre Inc,www.nsclc.com.au,Small,57234,38
PERSONAL ORDINARIATE OF OUR LADY OF THE SOUTHERN CROSS PARISH OF ST NINIAN & ST CHAD,www.perthparish.org,Small,57258,9
Murray Bridge Community Centre Incorporated,www.murraybridgecommunitycentre.com,Medium,57328,33
Building God's Kingdom Inc.,buildinggodskingdominc.org,Small,57351,5
Indonesian Ukhuwah Centre Inc.,https://iucwa.org.au,Small,57374,6
The Alannah & Madeline Foundation,https://www.amf.org.au/,Large,57432,25
Holy Trinity Anglican Church Of Australia Liverpool,liverpoolsouth.anglican.asn.au,Small,57435,43
Corpus Christi Catholic Church Glenroy,http://pol.org.au/glenroy,Small,57438,67
Catholic Parish Of Our Lady Of Perpetual Succour Coonamble,www.bathurst.catholic.org.au,Small,57449,148
Wellard Community Church,https://lifewaychristiance.wixsite.com/lifewayperth,Medium,57450,10
5Bs Humanitarian Incorporated,https://fivebshumanitarian.com.au/,Small,57465,2
Highway Church Ormeau Ltd,https://www.highway.com.au,Large,57472,7
ROTARY FOUNDATION AUSTRALIA (PBI) LIMITED,https://www.rotary.org/en/about-rotary/rotary-foundation,Medium,57538,2
Gilbert and Tobin Foundation,www.gtlaw.com.au,Small,57571,2
Rise and Walk Church Incorporated,www.riseandwalk.org.au,Small,57574,14
Sabemo Limited as Trustee For Sabemo Foundation,www.sabemo.org.au,Medium,57581,19
Rainbow Club Australia Ltd,www.myrainbowclub.org.au,Large,57616,36
St Roch's Catholic Church Glen Iris,https://www.strochs.org.au,Small,57649,95
Deaf Ministries International Ltd,https://deafmin.org/,Medium,57661,23
Kabv Inc,www.kvb.org.au,Medium,57664,54
Christian Community Centre Care Arm,desertlifechurch.org/dls,Small,57690,14
Light of Christ Church Inc,www.lightofchristmelbourne.com.au,Small,57695,8
Al Siraat College Inc,www.alsiraat.vic.edu.au,Large,57746,14
Goulburn Valley Christian Fellowship Incorporated,www.gvcf.org.au,Small,57757,27
Wombat's Wish Inc,www.wombatswish.org.au,Small,57802,15
Magnificent Worship Incorporated,http://www.magnificentworship.org,Small,57823,17
Liverpool City Church,liverpoolcitychurch.com,Small,57843,39
St Damian's Parish Bundoora,https://stdamiansbundoora.cam.org.au,Small,57894,57
Fishers of Men Ministry Ltd,https://fishersofmenchristianministry.com.au/,Small,57905,8
Mountain Glory Church Inc,https://www.facebook.com/Mountain-Glory-Church-Inc-339184270586565,Small,57932,36
St Joan Of Arc Catholic Church Brighton,https://www.baysidecatholic.org.au/,Small,57937,101
Burdekin Community Association Inc,www.burdekincommunityassociation.org.au,Large,57955,47
Integreat Queensland Inc.,www.win-australia.org.au,Medium,57957,12
Lifeline South East (Sa) Incorporated,https://www.lifeline.org.au/south-east/about-lifeline-south-east-sa,Large,57966,39
ONE Foundation International Incorporated,onefoundation.com.au,Small,57968,33
The Entrance Pre School Kindergarten Association Incorporated,www.tepsk.com.au,Medium,57970,53
Hunter Advance Incorporated,www.hopeuc.com,Small,57972,25
Our Lady's Catholic Church Craigieburn,http://pol.org.au/craigieburn,Medium,57973,38
Goolwa Surf Life Saving Club Inc,www.goolwaslsc.com.au,Small,57983,9
Saint Francis Community Child Care Centre Inc,https://www.littleparaccc.com.au/,Large,58046,47
The Southern Highlands Foundation Trust,www.shfoundation.org.au,Small,58074,21
Redcliffe Mums Inc,https://redcliffemums.wordpress.com,Small,58102,5
The Judith Neilson Institute for Journalism and Ideas,www.jninstitute.org,Large,58105,3
SHAHID AFRIDI FOUNDATION LTD,www.donateSAF.com.au,Small,58214,1
St Benedict's Catholic Church Burwood,https://stbenedicts.com.au,Medium,58215,70
RALLY4EVER LIMITED,rally4ever.org,Small,58216,1
Eagleby Community Association Inc,www.eagleby.org.au,Small,58226,39
Christ Church Anglican Parish Melton,www.anglicanchurchmelton.com.au,Small,58229,152
Woodend Neighbourhood House Inc,www.woodendnh.org.au,Small,58251,38
Chabad North Queensland Incorporated,www.chabadnorthqueensland.com,Small,58262,3
Meridian Incorporated,meridianact.org.au,Large,58317,36
Uca - Lismore Regional Mission ,www.lismoreregionalmission.wordpress.com,Medium,58324,45
East Gippsland Network Of Neighbourhood Houses Inc,www.egnnh.net.au,Small,58348,89
St Peter Chanel Catholic Church Deer Park,http://pol.org.au/deerpark,Small,58405,48
Barwon Child Youth & Family,www.bcyf.org.au,Large,58460,168
Uca - St Andrews Colac,colacuca.org.au,Small,58466,45
Crime Stoppers Australia Ltd,www.crimestoppers.com.au,Large,58478,23
Asia Pacific Forum Of National Human Rights Institutions,http://www.asiapacificforum.net,Large,58493,20
St Leo The Great Church Altona North,http://pol.org.au/altonanorth,Small,58515,57
The Australian Tennis Foundation Limited,https://www.tennis.com.au/about-tennis-australia/charities/australian-tennis-foundation,Medium,58532,12
Daintree Rainforest Foundation Ltd,www.daintreerainforestfoundation.org,Small,58557,9
Collaboration for Impact Ltd,www.collaborationforimpact.com,Large,58583,7
Mountains Community Resource Network Inc,www.mcrn.org.au,Medium,58594,36
Little Mountain Church of Christ Unlimited Association,littlemountain.church,Small,58602,1
Beyond Here Inc,http://www.beyondhere.org.au,Small,58679,14
Islamic Society Of Gold Coast Inc,www.goldcoastmosquetrust.org.au,Small,58695,38
Skills Community Education Networks and Environment,www.scene.org.au,Small,58739,3
The Goodman Foundation,https://www.goodman.com/sustainability/goodman-foundation,Large,58748,17
Amazing Grace Foundation,http://www.amazinggracefoundationau.org,Small,58754,4
Community Centres Sa Incorporated,www.communitycentressa.asn.au,Large,58778,39
St Peter Julian Catholic Church Mooroolbark,http://www.spje.org.au,Small,58779,54
Cobden District Health Services Inc,www.cobdenhealth.org.au,Large,58829,65
Vineyard Christian Church Ltd,www.vineyardcc.org,Small,58858,5
MARY OF THE ANGELUS COMMUNITY LTD,www.angeluscommunity.org.au,Small,58883,4
Encounter Ventures LTD,www.encounterchurch.com.au,Small,58887,3
HORSES FOR HOPE LIMITED,horsesforhope.org.au,Small,58895,2
Psychedelic Research In Science & Medicine Ltd,https://prism.org.au,Small,58916,11
St Mary's Catholic Church Greensborough,https://www.cam1.org.au/greensborough,Small,58943,67
Whitsunday Community Services Inc,http://www.whitnc.org.au,Large,58952,32
CreateCare Global,www.create-care-global.org,Small,58966,13
Queensland Remote Area Tracking Incorporated,qrat.org.au,Small,59108,4
Womens Information And Referral Exchange Incorporated,www.wire.org.au,Large,59125,39
Invisible Illnesses Inc,http://www.invisibleillnesses.org.au,Small,59127,5
Australian Veterinary Association Benevolent Fund,ava.com.au/about-us/trust-foundation/benevolent-fund/,Small,59147,46
Malvern Emergency Food Program Incor Porated No A0028531Z,https://www.stonnington.vic.gov.au/Community/Community-health-and-safety/Support-Services,Small,59180,29
St Clement Of Rome Catholic Church Bulleen,https://www.stclementsparishbulleen.org.au,Small,59204,59
St Thomas' Church,http://www.pol.org.au/greensboroughnorth,Small,59213,36
Riverview Community Services Inc,www.riverviewchurch.com.au,Medium,59216,27
Upper Murray Family Care Inc.,https://www.umfc.com.au/,Large,59229,43
Policy Cures Limited,www.policycures.org,Small,59275,12
St Kevin's Catholic Church Hampton Park,https://stkevins.org.au,Small,59280,34
White Cloud Foundation,https://whitecloudfoundation.org,Medium,59283,11
Ausheal,ausheal.org.au,Small,59284,12
PTSD Australia New Zealand Limited,http://www.fearless.org.au,Small,59305,8
Catholic Parish Of St Raphael Cowra,www.bathurst.catholic.org.au,Small,59309,133
Immaculate Conception Parish Bairnsdale-Omeo,www.cdsale.org.au,Medium,59398,18
St Brigid's Catholic Church Gisborne,http://pol.org.au/gisborne,Small,59423,157
Australian Volunteer Coast Guard Assoc Inc,www.coastguard.com.au,Large,59431,59
Gailes Residents Committee,http://www.gailescommunityhouse.com.au,Small,59449,27
Word Of Life Christian Church Incorporated,www.wordoflife.com.au,Small,59456,25
Okines Community House Incorporated,okinescommunityhouse.com.au,Small,59457,22
Narooma Rescue Squad Inc,www.rescue.org.au,Small,59499,43
